wp_site_url,wp_tagline,wp_site_title,site_type,openshift_env,category,theme,theme_faculty,status,installs_locked,updates_automatic,langs,unit_name,unit_id,comment,ventilation,,,,,,,,,,
https://ytm2019.epfl.ch,Young Topologists Meeting 2019,YTM2019,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,en,UPHESS,13046,INC0237825,,,,,,,,,,,
https://lapi.epfl.ch,Laboratory  of  atmospheric  processes  and  their  impacts,LAPI,wordpress,subdomains,GeneralPublic,epfl-master,enac,yes,yes,yes,"en,fr",LAPI,13601,INC0237062,,,,,,,,,,,
https://clic.epfl.ch,IC students association,CLIC,wordpress,subdomains,GeneralPublic,epfl-master,assoc,yes,yes,yes,"en,fr",CLIC,12557,Migrated from Jahia to WP 2018-08-01,,,,,,,,,,,
https://epic.epfl.ch,Epic PhD's of I&C,EPIC,wordpress,subdomains,GeneralPublic,epfl-master,assoc,yes,yes,yes,en,EDIC,50238,Migrated from Jahia to WP 2018-08-01,,,,,,,,,,,
https://lmsc.epfl.ch,Laboratory of Semiconductor Materials,LMSC,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LMSC,11832,Migrated from Jahia to WP 2018-08-01,,,,,,,,,,,
https://lspm.epfl.ch,Laboratory of Photomolecular Science,lspm,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,LSPM,12908,Migrated from Jahia to WP 2018-08-01,,,,,,,,,,,
https://ldia2019.epfl.ch,The 12th International Symposium on Linear Drives for Industry Applications,ldia2019,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,lai,10351,Migrated from WPQA to WP 2018-08-02,,,,,,,,,,,
https://echo.epfl.ch,Laboratory of ecohydrology,ECHO,wordpress,subdomains,GeneralPublic,epfl-master,enac,yes,yes,yes,"en,fr",echo,10273,Migrated from WPQA to WP 2018-08-02,,,,,,,,,,,
https://lbs.epfl.ch,Laboratory of Statistical Biophysics,LBS,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,lbs,10871,Migrated from WPQA to WP 2018-08-02,,,,,,,,,,,
https://lptp.epfl.ch,Theoretical Particle Physics Laboratory,LPTP,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,lptp,11425,Migrated from WPQA to WP 2018-08-02,,,,,,,,,,,
https://lo.epfl.ch,Optics Laboratory,LO,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LO,11723,Migrated from Jahia to WP 2018-08-07,,,,,,,,,,,
https://c3mp.epfl.ch,Chair of Computational Condensed Matter Physics,C3MP,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,c3mp,12491,Migrated from WPQA to WP 2018-08-07,,,,,,,,,,,
https://pbl.epfl.ch,Programmable Biomaterials Laboratory,PBL,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,pbl,13293,Migrated from WPQA to WP 2018-08-07,,,,,,,,,,,
https://museephysique.epfl.ch,MUSEE DE PHYSIQUE,-,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,fr,lphe1,10863,Migrated from WPQA to WP 2018-08-07,,,,,,,,,,,
https://lsp.epfl.ch,Peripheral Systems Laboratory,LSP,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,PH-IC,11900,Migrated from WPQA to WP 2018-08-08,,,,,,,,,,,
https://sfp.epfl.ch,Staff Training Service,STS,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",rh-f,10775,Migrated from WPQA to WP 2018-08-08,,,,,,,,,,,
https://mlo.epfl.ch,Machine Learning and Optimization Laboratory,MLO,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,MLO,13319,Migrated from WPQA to WP 2018-08-10,,,,,,,,,,,
https://sportstech.epfl.ch,Applying Technology to Sports,-,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",VPI,10014,Migrated from WPQA to WP 2018-08-10,,,,,,,,,,,
https://tis.epfl.ch,Chair of Technology and Innovation Strategy,TIS,wordpress,subdomains,GeneralPublic,epfl-master,cdm,yes,yes,yes,en,TIS,13107,Migrated from WPQA to WP 2018-08-10,,,,,,,,,,,
https://transport.epfl.ch,Transportation Center,TRACE,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,de,fr",TRACE-GE,12075,Migrated from Jahia to WP 2018-08-10,,,,,,,,,,,
https://www.epfl.ch,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,ScienceQA,epfl-master,,yes,yes,yes,"en,fr",MEC,10007,Site de pré-prod Charte 2018,,,,,,,,,,,
https://tom.epfl.ch,CHAIR OF TECHNOLOGY & OPERATIONS MANAGEMENT,Tom,wordpress,subdomains,GeneralPublic,epfl-master,cdm,yes,yes,yes,en,MTEI-GE,11083,Migrated from WPQA to WP 2018-08-14,,,,,,,,,,,
https://ltqe.epfl.ch,Laboratory for Water Quality and Treatment,LTQE,wordpress,subdomains,GeneralPublic,epfl-master,enac,yes,yes,yes,en,LTQE,12400,Migrated from WPQA to WP 2018-08-15,,,,,,,,,,,
https://dualt.epfl.ch,Leading House: Technologies for Vocational Training,Dual-T,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,de,fr",CHILI,12753,Migrated from Jahia to WP 2018-08-15,,,,,,,,,,,
https://carriere.epfl.ch,CAREER CENTER,CC,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CC,11417,Migrated from WPQA to WP 2018-08-17,,,,,,,,,,,
https://lsym.epfl.ch,Laboratory of Synaptic Mechanisms,LSYM,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,en,LSYM,11233,Migrated from Jahia to WP 2018-08-17,,,,,,,,,,,
https://nutritioncenter.epfl.ch,Food and Nutrition Center,CNU,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,en,CNU,12962,Migrated from Jahia to WP 2018-08-17,,,,,,,,,,,
https://signatures.epfl.ch,Signature register,-,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CIGR,13482,Migrated from Jahia to WP 2018-08-17,,,,,,,,,,,
https://lns.epfl.ch,Nanostructures at surfaces,LNS,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,LNS,10150,Migrated from WPQA to WP 2018-08-17,,,,,,,,,,,
https://gecf.epfl.ch,Gene Expression Core Facility,gecf,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,en,PTEG,13351,Migrated from Jahia to WP 2018-08-17,,,,,,,,,,,
https://herus.epfl.ch,Laboratory for Human-Environment Relations in Urban Systems,HERUS,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,en,HERUS,13132,Migrated from Jahia to WP 2018-08-20,,,,,,,,,,,
https://linx.epfl.ch,Laboratory for Information in Networked Systems,LINX,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,"en,fr",LINX,12434,Migrated from WPQA to WP 2018-08-22,,,,,,,,,,,
https://cfi.epfl.ch,Chair of International Finance,CFI,wordpress,subdomains,GeneralPublic,epfl-master,cdm,yes,yes,yes,en,SFI-LL,11431,Migrated from Jahia to WP 2018-08-22,,,,,,,,,,,
https://ptbtg.epfl.ch,Plateforme Technologique Bertarelli de thérapie génique,PTBTG,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,"en,fr",PTBTG,13474,INC0242968,,,,,,,,,,,
https://www.epfl.ch/schools/enac,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",ENAC-DO,10203,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/ic,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",IC-IT,10394,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/cdh,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CDH,11076,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/sb,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",SB-IT,10084,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/sv,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",SV-IN,10453,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/sti,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",STI-GE,10278,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/cdm,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CDM-GE,10485,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/education,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",DAF-GE,10026,Site de pré-prod Charte 2018,,,,,,,,,,,
https://oes.epfl.ch,"Operations, Economics and Strategy",OES,wordpress,subdomains,GeneralPublic,epfl-master,cdm,yes,yes,yes,en,MTEI-GE,11083,Migrated from Jahia to WP 2018-08-24,,,,,,,,,,,
https://rfic.epfl.ch,Radio Frequency Integrated Circuits,RFIC Group,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,fr,SCI-STI-CD,12148,Migrated from Jahia to WP 2018-08-27,,,,,,,,,,,
https://cag.epfl.ch,Chair of Algebraic Geometry,CAG,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,CAG,13290,Migrated from Jahia to WP 2018-08-28,,,,,,,,,,,
https://entc.epfl.ch,Entrepreneurship and Technology Commercialization,ENTC,wordpress,subdomains,GeneralPublic,epfl-master,cdm,yes,yes,yes,en,ENTC,11255,Migrated from WPQA to WP 2018-08-28,,,,,,,,,,,
https://math.epfl.ch,Institute of Mathematics,math,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,MATH,13392,Migrated from Jahia to WP 2018-08-28,,,,,,,,,,,
https://gfo.epfl.ch,Group for Fibre Optics,GFO,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,SCI-STI-LT,12146,Migrated from WPQA to WP 2018-08-29,,,,,,,,,,,
https://lem.epfl.ch,"Logistics, Economy and Management Chair",LEM,wordpress,subdomains,GeneralPublic,epfl-master,cdm,yes,yes,yes,"en,fr",LEM,10486,Migrated from WPQA to WP 2018-08-29,,,,,,,,,,,
https://ramdya-lab.epfl.ch,Neuroengineering Laboratory,RAMDYA,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,en,UPRAMDYA,13360,Migrated from Jahia to WP 2018-08-29,,,,,,,,,,,
https://clse.epfl.ch,Laboratory of Life Sciences Electronics,CLSE,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,CLSE,12017,Migrated from WPQA to WP 2018-08-30,,,,,,,,,,,
https://ssbe.epfl.ch,Swiss Society for Biomedical Engineering,SSBE,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,MIPLAB,12143,INC0244754,,,,,,,,,,,
https://amcv.epfl.ch,"Chair of Mathematical Analysis, Calculus of Variations and PDEs",AMCV,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,AMCV,13587,INC0244677,,,,,,,,,,,
https://lamd.epfl.ch,Laboratory for Applied Mechanical Design,LAMD,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,"en,fr",LAMD,12652,Migrated from WPQA to WP 2018-08-30,,,,,,,,,,,
https://lacal.epfl.ch,Laboratory for cryptologic algorithms -,LACAL,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,LACAL,11265,Migrated from Jahia to WP 2018-08-30,,,,,,,,,,,
https://stil.epfl.ch,Technology and Innovation Fair of Lausanne,stil,wordpress,subdomains,GeneralPublic,epfl-master,assoc,yes,yes,yes,"en,fr",STIL,12937,Migrated from Jahia to WP 2018-08-30,,,,,,,,,,,
https://mds.epfl.ch,Chair of Mathematical Data Science,MDS,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,SB-IT,10084,INC0244980,,,,,,,,,,,
https://messaa.epfl.ch,MES Students & Alumni Association,MESSAA,wordpress,subdomains,GeneralPublic,epfl-master,assoc,yes,yes,yes,en,MESSAA,13302,Migrated from WPQA to WP 2018-09-03,,,,,,,,,,,
https://q-lab.epfl.ch,Quack Group,q-lab,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,GR-QUA,13060,Migrated from Jahia to WP 2018-09-03,,,,,,,,,,,
https://sunmil.epfl.ch,Supramolecular Nanomaterials and Interfaces Laboratory,SuNMIL,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,SUNMIL,12173,Migrated from Jahia to WP 2018-09-03,,,,,,,,,,,
https://lfmi.epfl.ch,Laboratory of Fluid Mechanics and Instabilities,LFMI,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LFMI,12052,Migrated from WPQA to WP 2018-09-03,,,,,,,,,,,
https://duboule-lab.epfl.ch,Laboratory of Developmental Genomics,UPDUB,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,en,UPDUB,11705,Migrated from WPQA to WP 2018-09-04,,,,,,,,,,,
https://tcs.epfl.ch,Theoretical Computer Science,tcs,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,THL2,12629,Migrated from WPQA to WP 2018-09-04,,,,,,,,,,,
https://tto.epfl.ch,Technology Transfer Office,TTO,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",DAR,13380,Migrated from Jahia to WP 2018-09-04,,,,,,,,,,,
https://habitat.epfl.ch,Habitat Research Center,HRC,wordpress,subdomains,GeneralPublic,epfl-master,enac,yes,yes,yes,en,LAB-U,12780,Migrated from Jahia to WP 2018-09-04,,,,,,,,,,,
https://research-office.epfl.ch,Research office,REO,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,en,DAR,13380,Migrated from Jahia to WP 2018-09-04,,,,,,,,,,,
https://robopoly.epfl.ch,Robopoly,-,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,fr,ROBOPOLY,11329,Migrated from Jahia to WP 2018-09-04,,,,,,,,,,,
https://sv-in.epfl.ch,Infrastructures,SV-IN,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,"en,fr",SV-IN,10453,Migrated from WPQA to WP 2018-09-04,,,,,,,,,,,
https://moocs.epfl.ch,Center for Digital Education,MOOCS FACTORY,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CEDE-GE,12751,Migrated from WPQA to WP 2018-09-04,,,,,,,,,,,
https://4hands.epfl.ch,Four-Handed Human Robot Manipulation,4HANDS,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,"en,fr",LASA,10660,INC0244927,,,,,,,,,,,
https://researchdata.epfl.ch,Research data at EPFL,-,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,en,SISB,10030,Migrated from Jahia WPQA to WP 2018-09-05,,,,,,,,,,,
https://sti-it.epfl.ch,STI-IT,STI-IT,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,"en,fr",STI-IT,10282,INC0245347,,,,,,,,,,,
https://lnet.epfl.ch,Laboratory of Nanoscience for Energy Technologies,LNET,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,"en,fr",LNET,13626,INC0245273,,,,,,,,,,,
https://digitalfutures.epfl.ch,Digital Futures Network Day,DIGITALFUTURES,wordpress,subdomains,GeneralPublic,epfl-master,enac,yes,yes,yes,en,HRC,13326,INC0245269,,,,,,,,,,,
https://ctf.epfl.ch,Information about the EPFL CTF team,EPFL CTF,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,HEXHIVE,13617,INC0245800,,,,,,,,,,,
https://lbo.epfl.ch,Laboratory of Biomechanical Orthopedics,LBO,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LBO,10299,Migrated from Jahia to WP 2018-09-05,,,,,,,,,,,
https://lcn.epfl.ch,Laboratory of Computational Neuroscience,LCN,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,LCN1,10416,Migrated from Jahia to WP 2018-09-05,,,,,,,,,,,
https://lmgn.epfl.ch,Laboratory of Nanoscale Magnetic Materials and Magnonics,lmgn,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LMGN,13021,Migrated from Jahia to WP 2018-09-07,,,,,,,,,,,
https://lsi.epfl.ch,Integrated Systems Laboratory,LSI,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,LSI1,11140,Migrated from Jahia to WP 2018-09-07,,,,,,,,,,,
https://r4l.epfl.ch,Robots 4 Learning,R4L,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,CHILI,12753,Migrated from Jahia to WP 2018-09-10,,,,,,,,,,,
https://cvlab.epfl.ch,Computer Vision Laboratory,CVLAB,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,CVLAB,10659,Migrated from WPQA to WP 2018-09-10,,,,,,,,,,,
https://lmom-next.epfl.ch,Laboratory of Macromolecular and Organic Materials,LMOM,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,"en,fr,de",LMOM,12015,INC0246480,,,,,,,,,,,
https://www.epfl.ch/research/services,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",VPR,13379,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/about/overview,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",MEC,10007,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/about/governance,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",MEC,10007,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/about/president,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",MEC,10007,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/about/vice-presidencies/,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",MEC,10007,Site de pré-prod Charte 2018,,,,,,,,,,,
https://apc.epfl.ch,EPFL,APC,wordpress,subdomains,GeneralPublic,epfl-blank,sb,yes,yes,yes,fr,SPC-GE,12266,Migrated from WPQA to WP 2018-09-11,,,,,,,,,,,
https://gtt.epfl.ch,Group of Thermal Turbomachinery,GTT,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,fr,SCI-STI-PO,12401,Migrated from QAWP to WP 2018-09-12,,,,,,,,,,,
https://idiap.epfl.ch,Idiap laboratory at EPFL,LIDIAP,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LIDIAP,10381,Migrated from Jahia to WP 2018-09-12,,,,,,,,,,,
https://man.epfl.ch,Cours de mise à niveau,MAN,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,fr,CMS,10032,Migrated from WPQA to WP 2018-09-12,,,,,,,,,,,
https://cms.epfl.ch,Cours de mathématiques spéciales,CMS,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,fr,CMS,10032,Migrated from WPQA to WP 2018-09-12,,,,,,,,,,,
https://www.epfl.ch/campus/security-safety,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",DSPS,10534,Site de pré-prod Charte 2018,,,,,,,,,,,
https://laft.epfl.ch,Laboratory for Advanced Fabrication Technologies,LAFT,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LAFT,13621,INC0246609,,,,,,,,,,,
https://prst.epfl.ch,Chaire de Processus Stochastiques,PRST,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,fr,PRST,10128,INC0246204,,,,,,,,,,,
https://mun.epfl.ch,Model United Nations EPFL,MUN,wordpress,subdomains,GeneralPublic,epfl-master,assoc,yes,yes,yes,"fr,en",MUN,11163,INC0247109,,,,,,,,,,,
https://ros.epfl.ch,Free radical detection,ROS,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,LPMC,10142,INC0246985,,,,,,,,,,,
https://ivrl.epfl.ch,Image and Visual Representation Lab,IVRL,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,IVRL,10429,Migrated from WPQA to WP 2018-09-18,,,,,,,,,,,
https://www.epfl.ch/campus/services,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",VPSI,12637,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch//campus/events,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",MEV,13571,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/campus/restaurants-shops-hotels,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,Restauration,epfl-master,,yes,yes,yes,"en,fr",RESCO,12821,Site de pré-prod Charte 2018,,,,,,,,,,,
https://data.epfl.ch,Data Analysis Theory and Applications Laboratory,DATA,wordpress,subdomains,GeneralPublic,epfl-master,ic,yes,yes,yes,en,DATA,12327,Migrated from Jahia to WP 2018-09-18,,,,,,,,,,,
https://mns.epfl.ch,Chair of Numerical Modelling and Simulation,MNS,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,DCG,11887,Migrated from Jahia to WP 2018-09-20,,,,,,,,,,,
https://unfold.epfl.ch,Unsteady flow diagnostics laboratory,UNFoLD,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,UNFOLD,13018,Migrated from WPQA to WP 2018-09-20,,,,,,,,,,,
https://euler.epfl.ch,Cours Euler,-,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,fr,SMA-ENS,11007,Migrated from Jahia to WP 2018-09-20,,,,,,,,,,,
https://bioem.epfl.ch,Bio EM facility,BIOEM,wordpress,subdomains,GeneralPublic,epfl-master,sv,yes,yes,yes,en,PTBIOEM,12995,Migrated from Jahia to WP 2018-09-20,,,,,,,,,,,
https://apprentis.epfl.ch,Apprentis,EPFL,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,fr,RH-F,10775,Migrated from Jahia to WP 2018-09-20,,,,,,,,,,,
https://sesame.epfl.ch,SESAME portal,-,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",EXDESK,13034,Migrated from WPQA to WP 2018-09-21,,,,,,,,,,,
https://www.epfl.ch/about/sustainability,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CAMPDU,11882,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/about/philanthropy,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",PHI,12959,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/about/alumni,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",EPFL-Alumni,12934,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.fix-the-leaky-pipeline.ch,Fix the leaky pipeline,EPFL,wordpress,subdomains,GeneralPublic,epfl-blank,,yes,yes,yes,en,EGA,10008,Migrated from WPQA to WP 2018-09-24,,,,,,,,,,,
https://learn.epfl.ch,Center for Learning Sciences,EPFL,wordpress,subdomains,GeneralPublic,epfl-blank,,yes,yes,yes,en,LEARN-GE,13597,INC0247045,,,,,,,,,,,
https://lams-next.epfl.ch,Laboratory of systemic modeling,EPFL,wordpress,subdomains,GeneralPublic,epfl-blank,ic,yes,yes,yes,en,LAMS,10412,INC0248887,,,,,,,,,,,
https://lsir-next.epfl.ch,Distributed Information Systems,EPFL,wordpress,subdomains,GeneralPublic,epfl-blank,ic,yes,yes,yes,en,LSIR,10405,INC0246830,,,,,,,,,,,
https://disopt.epfl.ch,Discrete Optimization Group,Disopt,wordpress,subdomains,GeneralPublic,epfl-master,sb,yes,yes,yes,en,DISOPT,11879,Migrated from Jahia to WP 2018-09-24,,,,,,,,,,,
https://iahr2020.epfl.ch,30th IAHR Symposium on Hydraulic Machinery and System du lundi 8 juin 2018 and jeudi 11 juin 2020,IAHR,wordpress,subdomains,GeneralPublic,epfl-master,sti,yes,yes,yes,en,LMH,10309,INC0247918,,,,,,,,,,,
https://www.epfl.ch/about/cooperation,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",CODEV,12244,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/domains,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/faculty-members,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/collaborate,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/facilities,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/access-technology,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/ethic-statement,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/research/awards,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",R-DAR,11102,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/campus/visitors,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",VPSI,12637,Site de pré-prod Charte 2018,,,,,,,,,,,
https://www.epfl.ch/schools/middle-east,École polytechnique fédérale de Lausanne,EPFL,wordpress,www,GeneralPublic,epfl-master,,yes,yes,yes,"en,fr",ME,12279,Site de pré-prod Charte 2018,,,,,,,,,,,
https://inform-doc.epfl.ch,Aide à la création de formulaire,HELP INFORM,wordpress,subdomains,GeneralPublic,epfl-master,,yes,yes,yes,fr,EXAPP,13033,Migrated from WPQA to WP 2018-09-25,,,,,,,,,,,
